DATE,ACMH,ACSH,AWND,DASF,FMTM,MDSF,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
1869-08-28,,,,,,,,0.14,,0,,,82,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-29,,,,,,,,0,,0,,,78,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-30,,,,,,,,0,,0,,,71,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-08-31,,,,,,,,0,,0,,,67,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-01,,,,,,,,0,,0,,,59,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-02,,,,,,,,0,,0,,,62,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-03,,,,,,,,0,,0,,,71,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-04,,,,,,,,0,,0,,,78,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-05,,,,,,,,0,,0,,,78,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-06,,,,,,,,0.04,,0,,,76,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-07,,,,,,,,0.09,,0,,,79,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-08,,,,,,,,0.24,,0,,,76,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-09,,,,,,,,0,,0,,,71,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-10,,,,,,,,0,,0,,,68,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-11,,,,,,,,0,,0,,,71,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-12,,,,,,,,0,,0,,,73,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-13,,,,,,,,0,,0,,,77,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-14,,,,,,,,0,,0,,,73,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-15,,,,,,,,0,,0,,,72,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-16,,,,,,,,0,,0,,,76,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-17,,,,,,,,0.73,,0,,,66,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-18,,,,,,,,0,,0,,,66,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-19,,,,,,,,0,,0,,,75,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-20,,,,,,,,0,,0,,,86,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-21,,,,,,,,0.01,,0,,,73,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-22,,,,,,,,0.3,,0,,,64,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-23,,,,,,,,0,,0,,,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-24,,,,,,,,0,,0,,,71,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-25,,,,,,,,0,,0,,,71,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-26,,,,,,,,0.05,,0,,,71,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-27,,,,,,,,1.35,,0,,,58,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-28,,,,,,,,0,,0,,,56,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-29,,,,,,,,0,,0,,,65,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-09-30,,,,,,,,0,,0,,,70,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-01,,,,,,,,0,,0,,,74,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-02,,,,,,,,0.01,,0,,,70,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-03,,,,,,,,1.84,,0,,,71,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-04,,,,,,,,2.06,,0,,,70,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-05,,,,,,,,0,,0,,,59,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-06,,,,,,,,0,,0,,,61,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-07,,,,,,,,0,,0,,,63,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-08,,,,,,,,0,,0,,,70,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-09,,,,,,,,0,,0,,,66,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-10,,,,,,,,1.27,,0,,,69,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-11,,,,,,,,0,,0,,,63,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-12,,,,,,,,0,,0,,,64,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-13,,,,,,,,0.44,,0,,,64,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-14,,,,,,,,0,,0,,,58,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-15,,,,,,,,0.3,,0,,,61,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-16,,,,,,,,0.01,,0,,,53,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-17,,,,,,,,0,,0,,,59,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-18,,,,,,,,0,,0,,,53,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-19,,,,,,,,0,,0,,,49,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-20,,,,,,,,0,,0,,,48,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-21,,,,,,,,0,,0,,,52,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-22,,,,,,,,0,,0,,,58,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-23,,,,,,,,0.51,,0,,,62,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-24,,,,,,,,0,,0,,,60,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-25,,,,,,,,0,,0,,,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-26,,,,,,,,0,,0,,,47,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-27,,,,,,,,0,,0,,,39,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-28,,,,,,,,0.01,,0,,,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-29,,,,,,,,0.03,,0,,,46,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-30,,,,,,,,0,,0,,,40,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-10-31,,,,,,,,0,,0,,,41,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-01,,,,,,,,0,,0,,,41,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-02,,,,,,,,0,,0,,,50,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-03,,,,,,,,0,,0,,,52,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-04,,,,,,,,0,,0,,,61,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-05,,,,,,,,0.02,,0,,,53,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-06,,,,,,,,0,,0,,,48,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-07,,,,,,,,0,,0,,,43,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-08,,,,,,,,0,,0,,,39,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-09,,,,,,,,0,,0,,,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-10,,,,,,,,0,,0,,,41,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-11,,,,,,,,0,,0,,,43,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-12,,,,,,,,0,,0,,,43,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-13,,,,,,,,0,,0,,,46,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-14,,,,,,,,0,,0,,,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-15,,,,,,,,0,,0,,,37,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-16,,,,,,,,0,,0,,,42,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-17,,,,,,,,0.9,,0,,,58,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-18,,,,,,,,0,,0,,,42,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-19,,,,,,,,0.01,,0,,,52,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-20,,,,,,,,0.18,,0,,,56,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-21,,,,,,,,0,,0,,,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-22,,,,,,,,0,,0,,,43,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-23,,,,,,,,0.08,,0,,,47,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-24,,,,,,,,0.68,,0,,,45,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-25,,,,,,,,0,,0,,,36,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-26,,,,,,,,0,,0,,,40,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-27,,,,,,,,0.14,,0,,,43,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-28,,,,,,,,0,,0,,,40,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-29,,,,,,,,0,,0,,,45,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-11-30,,,,,,,,0.02,,0,,,57,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-01,,,,,,,,0.07,,0,,,62,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-02,,,,,,,,0,,0,,,33,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-03,,,,,,,,0.03,,0.3,,,29,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-04,,,,,,,,0,,0,,,37,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-05,,,,,,,,0.08,,0,,,39,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-06,,,,,,,,0.71,,5,,,34,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-07,,,,,,,,0,,0,,,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-08,,,,,,,,0,,0,,,34,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-09,,,,,,,,0,,0,,,39,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-10,,,,,,,,0,,0,,,44,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-11,,,,,,,,0,,0,,,45,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-12,,,,,,,,0,,0,,,42,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-13,,,,,,,,0,,0,,,42,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-14,,,,,,,,0,,0,,,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-15,,,,,,,,0,,0,,,36,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-16,,,,,,,,0.6,,0,,,49,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-17,,,,,,,,0,,0,,,42,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-18,,,,,,,,0.7,,0,,,44,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-19,,,,,,,,0.02,,0,,,37,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-20,,,,,,,,0,,0,,,33,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-21,,,,,,,,0.01,,0,,,37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-22,,,,,,,,1,,0,,,56,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-23,,,,,,,,0,,0,,,48,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-24,,,,,,,,0,,0,,,36,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-25,,,,,,,,0.04,,0,,,36,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-26,,,,,,,,1.14,,0,,,47,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-27,,,,,,,,0.39,,0,,,46,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-28,,,,,,,,0.23,,0,,,49,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-29,,,,,,,,0,,0,,,40,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-30,,,,,,,,0,,0,,,46,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869-12-31,,,,,,,,0,,0,,,46,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-01,,,,,,,,0.08,,0,,,43,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-02,,,,,,,,1.18,,0,,,54,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-03,,,,,,,,0,,0,,,41,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-04,,,,,,,,0,,0,,,35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-05,,,,,,,,0,,0,,,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-06,,,,,,,,0.06,,0,,,44,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-07,,,,,,,,0.11,,0,,,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-08,,,,,,,,0.1,,1,,,34,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-09,,,,,,,,0,,0,,,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-10,,,,,,,,0,,0,,,37,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-11,,,,,,,,0,,0,,,46,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-12,,,,,,,,0,,0,,,50,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-13,,,,,,,,0,,0,,,52,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-14,,,,,,,,0.03,,0,,,30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-15,,,,,,,,0.32,,0,,,49,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-16,,,,,,,,0,,0,,,46,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-17,,,,,,,,0.15,,0,,,56,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-18,,,,,,,,0,,0,,,46,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-19,,,,,,,,0,,0,,,42,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-20,,,,,,,,0,,0,,,45,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-21,,,,,,,,0,,0,,,43,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-22,,,,,,,,0,,0,,,44,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-23,,,,,,,,0.03,,0,,,58,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-24,,,,,,,,0.05,,0,,,49,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-25,,,,,,,,1.33,,0,,,48,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-26,,,,,,,,0,,0,,,54,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-27,,,,,,,,0,,0,,,51,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-28,,,,,,,,0,,0,,,42,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-29,,,,,,,,0.93,,0,,,41,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-30,,,,,,,,0,,0,,,43,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-01-31,,,,,,,,0.04,,0.1,,,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-01,,,,,,,,0,,0,,,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-02,,,,,,,,0,,0,,,42,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-03,,,,,,,,0,,0,,,37,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-04,,,,,,,,0,,0,,,25,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-05,,,,,,,,0,,0,,,31,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-06,,,,,,,,0,,0,,,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-07,,,,,,,,0,,0,,,39,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-08,,,,,,,,0.82,,8,,,32,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-09,,,,,,,,0,,0,,,34,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-10,,,,,,,,0,,0,,,37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-11,,,,,,,,0,,0,,,37,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-12,,,,,,,,0.03,,0,,,46,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-13,,,,,,,,0,,0,,,35,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-14,,,,,,,,0.4,,0,,,47,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-15,,,,,,,,0.42,,0,,,47,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-16,,,,,,,,0,,0,,,43,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-17,,,,,,,,0,,0,,,46,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-18,,,,,,,,0.41,,0,,,52,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-19,,,,,,,,0,,0,,,33,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-20,,,,,,,,0.57,,0,,,46,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-21,,,,,,,,0,,0,,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-22,,,,,,,,0,,0,,,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-23,,,,,,,,0,,0,,,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-24,,,,,,,,0,,0,,,33,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-25,,,,,,,,0,,0,,,31,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-26,,,,,,,,0,,0,,,37,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-27,,,,,,,,0.03,,0,,,33,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-02-28,,,,,,,,0.15,,1.3,,,38,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-01,,,,,,,,0,,0,,,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-02,,,,,,,,0,,0,,,32,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-03,,,,,,,,0,,0,,,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-04,,,,,,,,0.04,,0,,,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-05,,,,,,,,0.02,,0.5,,,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-06,,,,,,,,0.07,,0,,,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-07,,,,,,,,0.5,,6,,,32,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-08,,,,,,,,0,,0,,,34,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-09,,,,,,,,0,,0,,,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-10,,,,,,,,0,,0,,,40,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-11,,,,,,,,0,,0,,,39,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-12,,,,,,,,0.06,,0,,,31,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-13,,,,,,,,0.45,,3,,,29,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-14,,,,,,,,0,,0,,,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-15,,,,,,,,0,,0,,,44,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-16,,,,,,,,0.9,,0,,,42,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-17,,,,,,,,0.01,,0.1,,,31,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-18,,,,,,,,0,,0,,,38,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-19,,,,,,,,0,,0,,,45,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-20,,,,,,,,0,,0,,,49,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-21,,,,,,,,0.04,,0,,,56,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-22,,,,,,,,0,,0,,,49,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-23,,,,,,,,0,,0,,,39,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-24,,,,,,,,0,,0,,,41,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-25,,,,,,,,0,,0,,,44,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-26,,,,,,,,0,,0,,,43,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-27,,,,,,,,1.13,,0,,,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-28,,,,,,,,0.11,,0,,,47,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-29,,,,,,,,0,,0,,,49,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-30,,,,,,,,0,,0,,,50,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-03-31,,,,,,,,0,,0,,,51,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-01,,,,,,,,0,,0,,,51,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-02,,,,,,,,0.92,,0,,,46,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-03,,,,,,,,0.22,,0,,,46,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-04,,,,,,,,0.43,,2.5,,,35,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-05,,,,,,,,0.87,,0,,,38,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-06,,,,,,,,0.17,,0,,,47,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-07,,,,,,,,0,,0,,,52,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-08,,,,,,,,0,,0,,,65,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-09,,,,,,,,0,,0,,,66,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-10,,,,,,,,0,,0,,,60,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-11,,,,,,,,0.57,,0,,,48,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-12,,,,,,,,0.17,,0,,,64,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-13,,,,,,,,0,,0,,,68,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-14,,,,,,,,0,,0,,,73,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-15,,,,,,,,0,,0,,,74,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-16,,,,,,,,0,,0,,,50,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-17,,,,,,,,0.8,,0,,,49,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-18,,,,,,,,0.44,,0,,,56,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-19,,,,,,,,0,,0,,,50,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-20,,,,,,,,0,,0,,,56,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-21,,,,,,,,0.01,,0,,,57,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870-04-22,,,,,,,,0,,0,,,63,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
